     anio              lenguaje  toxicity  severe_toxicity   obscene  identity_attack    insult    threat
345  2018                 Greek  0.000573         0.000127  0.000176         0.000146  0.000176  0.000137
346  2018             Hungarian  0.000710         0.000121  0.000192         0.000145  0.000179  0.000131
347  2018               Italian  0.000605         0.000125  0.000175         0.000146  0.000176  0.000135
348  2018                 Latin  0.000703         0.000117  0.000179         0.000143  0.000177  0.000127
349  2018             Norwegian  0.000635         0.000121  0.000176         0.000144  0.000173  0.000129
350  2018            Portuguese  0.000624         0.000122  0.000175         0.000144  0.000175  0.000132
351  2018               Spanish  0.000614         0.000124  0.000176         0.000145  0.000176  0.000134
352  2018               Swedish  0.000627         0.000123  0.000176         0.000145  0.000177  0.000133
353  2018                 Welsh  0.000648         0.000121  0.000173         0.000144  0.000175  0.000136
354  2019                 Czech  0.000737         0.000114  0.000183         0.000143  0.000172  0.000124
355  2019                Danish  0.000598         0.000125  0.000178         0.000144  0.000176  0.000134
356  2019                 Dutch  0.000639         0.000121  0.000174         0.000145  0.000176  0.000133
357  2019               English  0.000690         0.000127  0.000225         0.000151  0.000183  0.000137
358  2019             Esperanto  0.000627         0.000120  0.000174         0.000144  0.000174  0.000130
359  2019               Finnish  0.000635         0.000122  0.000176         0.000145  0.000176  0.000133
360  2019                French  0.000594         0.000126  0.000175         0.000146  0.000177  0.000136
361  2019               Frisian  0.000615         0.000125  0.000174         0.000146  0.000176  0.000137
362  2019              Galician  0.000648         0.000119  0.000175         0.000143  0.000175  0.000128
363  2019                German  0.000739         0.000121  0.000184         0.000146  0.000183  0.000133
364  2019                Hebrew  0.000576         0.000129  0.000178         0.000148  0.000177  0.000138
365  2019               Italian  0.000617         0.000123  0.000175         0.000145  0.000176  0.000133
366  2019                 Latin  0.000639         0.000124  0.000179         0.000146  0.000177  0.000134
367  2019             Norwegian  0.000621         0.000124  0.000176         0.000146  0.000178  0.000138
368  2019            Portuguese  0.000630         0.000123  0.000174         0.000146  0.000175  0.000133
369  2019               Spanish  0.000621         0.000123  0.000177         0.000146  0.000176  0.000133
370  2019               Swedish  0.000617         0.000123  0.000175         0.000145  0.000176  0.000135
371  2020             Afrikaans  0.000725         0.000116  0.000177         0.000144  0.000180  0.000131
372  2020               Catalan  0.000607         0.000124  0.000178         0.000144  0.000174  0.000134
373  2020               Chinese  0.000579         0.000128  0.000175         0.000147  0.000177  0.000139
374  2020                Danish  0.000668         0.000119  0.000179         0.000142  0.000176  0.000129
375  2020                 Dutch  0.000696         0.000120  0.000178         0.000146  0.000178  0.000132
376  2020               English  0.000730         0.000129  0.000216         0.000213  0.000197  0.000138
377  2020             Esperanto  0.000622         0.000123  0.000176         0.000145  0.000176  0.000134
378  2020               Finnish  0.000634         0.000122  0.000176         0.000145  0.000176  0.000134
379  2020                French  0.000606         0.000125  0.000175         0.000146  0.000177  0.000136
380  2020               Frisian  0.000579         0.000127  0.000176         0.000146  0.000177  0.000134
381  2020                German  0.000668         0.000121  0.000177         0.000145  0.000177  0.000132
382  2020             Hungarian  0.000683         0.000122  0.000185         0.000146  0.000178  0.000132
383  2020               Italian  0.000621         0.000123  0.000175         0.000145  0.000176  0.000133
384  2020                 Latin  0.000663         0.000121  0.000179         0.000145  0.000177  0.000130
385  2020             Norwegian  0.000604         0.000127  0.000172         0.000148  0.000180  0.000143
386  2020            Portuguese  0.000635         0.000124  0.000177         0.000146  0.000177  0.000134
387  2020              Romanian  0.000644         0.000122  0.000174         0.000145  0.000174  0.000133
388  2020               Spanish  0.000602         0.000125  0.000176         0.000146  0.000176  0.000135
389  2020               Swedish  0.000618         0.000123  0.000175         0.000145  0.000176  0.000134
390  2021             Afrikaans  0.000729         0.000116  0.000181         0.000143  0.000179  0.000129
391  2021                Danish  0.000615         0.000123  0.000176         0.000144  0.000176  0.000133
392  2021                 Dutch  0.000660         0.000120  0.000175         0.000144  0.000177  0.000132
393  2021               English  0.000871         0.000127  0.000188         0.000155  0.000184  0.000165
394  2021             Esperanto  0.000602         0.000124  0.000176         0.000145  0.000175  0.000133
395  2021               Finnish  0.000630         0.000123  0.000176         0.000145  0.000176  0.000135
396  2021                French  0.000603         0.000125  0.000175         0.000146  0.000177  0.000136
397  2021              Galician  0.000601         0.000125  0.000175         0.000146  0.000177  0.000137
398  2021                German  0.000661         0.000120  0.000175         0.000145  0.000176  0.000132
399  2021             Hungarian  0.000655         0.000122  0.000181         0.000145  0.000177  0.000132
400  2021               Italian  0.000614         0.000123  0.000175         0.000145  0.000176  0.000134
401  2021                 Latin  0.000576         0.000128  0.000178         0.000146  0.000178  0.000138
402  2021            Portuguese  0.000581         0.000127  0.000179         0.000146  0.000177  0.000135
403  2021              Romanian  0.000603         0.000125  0.000176         0.000145  0.000175  0.000134
404  2021               Spanish  0.000640         0.000125  0.000179         0.000147  0.000178  0.000135
405  2021               Swedish  0.000644         0.000122  0.000178         0.000145  0.000176  0.000133
406  2022               Chinese  0.000595         0.000125  0.000178         0.000144  0.000176  0.000134
407  2022                 Czech  0.000688         0.000116  0.000178         0.000141  0.000175  0.000124
408  2022                 Dutch  0.000633         0.000122  0.000174         0.000145  0.000177  0.000134
409  2022               English  0.000716         0.000126  0.000286         0.000150  0.000189  0.000136
410  2022             Esperanto  0.000609         0.000124  0.000176         0.000145  0.000175  0.000133
411  2022               Finnish  0.000633         0.000122  0.000176         0.000145  0.000176  0.000133
412  2022                French  0.000600         0.000125  0.000175         0.000146  0.000177  0.000136
413  2022                German  0.000658         0.000120  0.000175         0.000144  0.000176  0.000131
414  2022             Hungarian  0.000731         0.000122  0.000209         0.000148  0.000186  0.000133
415  2022               Italian  0.000629         0.000122  0.000176         0.000145  0.000175  0.000132
416  2022                 Latin  0.000611         0.000124  0.000174         0.000147  0.000176  0.000135
417  2022            Portuguese  0.000603         0.000125  0.000176         0.000146  0.000176  0.000135
418  2022               Spanish  0.000602         0.000125  0.000176         0.000145  0.000176  0.000135
419  2022               Swedish  0.000621         0.000122  0.000174         0.000144  0.000177  0.000130
420  2022               Tibetan  0.000595         0.000125  0.000173         0.000147  0.000177  0.000135
421  2022                 Welsh  0.000782         0.000117  0.000188         0.000145  0.000177  0.000132
422  2023             Afrikaans  0.000635         0.000123  0.000177         0.000145  0.000179  0.000135
423  2023                 Dutch  0.000622         0.000123  0.000174         0.000145  0.000177  0.000134
424  2023               English  0.000665         0.000126  0.000205         0.000148  0.000182  0.000136
425  2023             Esperanto  0.000613         0.000123  0.000174         0.000146  0.000176  0.000131
426  2023               Finnish  0.000630         0.000123  0.000176         0.000144  0.000176  0.000133
427  2023                French  0.000599         0.000125  0.000175         0.000146  0.000176  0.000136
428  2023                German  0.000652         0.000121  0.000176         0.000145  0.000176  0.000132
429  2023             Hungarian  0.000633         0.000122  0.000175         0.000146  0.000175  0.000133
430  2023               Italian  0.000616         0.000123  0.000175         0.000145  0.000175  0.000133
431  2023                 Latin  0.000631         0.000123  0.000174         0.000145  0.000177  0.000135
432  2023            Portuguese  0.000607         0.000125  0.000176         0.000146  0.000176  0.000136
433  2023               Spanish  0.000597         0.000125  0.000176         0.000146  0.000176  0.000135
434  2023               Swedish  0.000628         0.000122  0.000174         0.000145  0.000175  0.000133
